t_ms,t_flight_s,loop_dt_us,state,imu_fault,rbf_pulled,batt_low,batt_critical,qb_w,qb_x,qb_y,qb_z,qg_w,qg_x,qg_y,qg_z,vote_disagree_deg,body_pitch_deg,body_yaw_deg,defl_pitch_deg,defl_yaw_deg,setp_pitch_deg,err_pitch_deg,err_yaw_deg,pid_p_pitch_deg,pid_i_pitch_deg,pid_d_pitch_deg,pid_p_yaw_deg,pid_i_yaw_deg,pid_d_yaw_deg,cmd_pitch_deg,cmd_yaw_deg,baro_alt_m,baro_temp_c,accel_g,batt_v,dropped_frames_cum
10724,10.6060,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.7770,0.0,-0.0000,0.0,0.0,-77.7770,0.0,0,0,0,0,0,0,-0.0000,0.0,72.490,15.0,1.0,7.74,0
10726,10.6080,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.7930,0.0,-0.0000,0.0,0.0,-77.7930,0.0,0,0,0,0,0,0,-0.0000,0.0,72.310,15.0,1.0,7.74,0
10728,10.6100,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.8090,0.0,-0.0000,0.0,0.0,-77.8090,0.0,0,0,0,0,0,0,-0.0000,0.0,72.760,15.0,1.0,7.75,0
10730,10.6120,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.8250,0.0,-0.0000,0.0,0.0,-77.8250,0.0,0,0,0,0,0,0,-0.0000,0.0,72.560,15.0,1.0,7.75,0
10732,10.6140,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.8410,0.0,-0.0000,0.0,0.0,-77.8410,0.0,0,0,0,0,0,0,-0.0000,0.0,73.400,15.0,1.0,7.74,0
10734,10.6160,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.8580,0.0,-0.0000,0.0,0.0,-77.8580,0.0,0,0,0,0,0,0,-0.0000,0.0,72.140,15.0,1.0,7.73,0
10736,10.6180,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.8740,0.0,-0.0000,0.0,0.0,-77.8740,0.0,0,0,0,0,0,0,-0.0000,0.0,71.980,15.0,1.0,7.74,0
10738,10.6200,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.8900,0.0,-0.0000,0.0,0.0,-77.8900,0.0,0,0,0,0,0,0,-0.0000,0.0,72.600,15.0,1.0,7.75,0
10740,10.6220,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.9060,0.0,-0.0000,0.0,0.0,-77.9060,0.0,0,0,0,0,0,0,-0.0000,0.0,72.700,15.0,1.0,7.75,0
10742,10.6240,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.9220,0.0,-0.0000,0.0,0.0,-77.9220,0.0,0,0,0,0,0,0,-0.0000,0.0,72.740,15.0,1.0,7.75,0
10744,10.6260,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.9380,0.0,-0.0000,0.0,0.0,-77.9380,0.0,0,0,0,0,0,0,-0.0000,0.0,72.970,15.0,1.0,7.75,0
10746,10.6280,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.9540,0.0,-0.0000,0.0,0.0,-77.9540,0.0,0,0,0,0,0,0,-0.0000,0.0,73.490,15.0,1.0,7.74,0
10748,10.6300,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.9700,0.0,-0.0000,0.0,0.0,-77.9700,0.0,0,0,0,0,0,0,-0.0000,0.0,72.510,15.0,1.0,7.73,0
10750,10.6320,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.9860,0.0,-0.0000,0.0,0.0,-77.9860,0.0,0,0,0,0,0,0,-0.0000,0.0,72.420,15.0,1.0,7.74,0
10752,10.6340,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0020,0.0,-0.0000,0.0,0.0,-78.0020,0.0,0,0,0,0,0,0,-0.0000,0.0,71.930,15.0,1.0,7.74,0
10754,10.6360,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0180,0.0,-0.0000,0.0,0.0,-78.0180,0.0,0,0,0,0,0,0,-0.0000,0.0,72.720,15.0,1.0,7.74,0
10756,10.6380,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0340,0.0,-0.0000,0.0,0.0,-78.0340,0.0,0,0,0,0,0,0,-0.0000,0.0,72.950,15.0,1.0,7.74,0
10758,10.6400,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0500,0.0,-0.0000,0.0,0.0,-78.0500,0.0,0,0,0,0,0,0,-0.0000,0.0,72.490,15.0,1.0,7.73,0
10760,10.6420,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0660,0.0,-0.0000,0.0,0.0,-78.0660,0.0,0,0,0,0,0,0,-0.0000,0.0,73.060,15.0,1.0,7.74,0
10762,10.6440,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0820,0.0,-0.0000,0.0,0.0,-78.0820,0.0,0,0,0,0,0,0,-0.0000,0.0,72.590,15.0,1.0,7.74,0
10764,10.6460,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0980,0.0,-0.0000,0.0,0.0,-78.0980,0.0,0,0,0,0,0,0,-0.0000,0.0,73.170,15.0,1.0,7.74,0
10766,10.6480,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1140,0.0,-0.0000,0.0,0.0,-78.1140,0.0,0,0,0,0,0,0,-0.0000,0.0,72.690,15.0,1.0,7.74,0
10768,10.6500,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1300,0.0,-0.0000,0.0,0.0,-78.1300,0.0,0,0,0,0,0,0,-0.0000,0.0,72.120,15.0,1.0,7.74,0
10770,10.6520,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1460,0.0,-0.0000,0.0,0.0,-78.1460,0.0,0,0,0,0,0,0,-0.0000,0.0,72.280,15.0,1.0,7.74,0
10772,10.6540,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1620,0.0,-0.0000,0.0,0.0,-78.1620,0.0,0,0,0,0,0,0,-0.0000,0.0,71.910,15.0,1.0,7.74,0
10774,10.6560,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1780,0.0,-0.0000,0.0,0.0,-78.1780,0.0,0,0,0,0,0,0,-0.0000,0.0,71.820,15.0,1.0,7.74,0
10776,10.6580,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1940,0.0,-0.0000,0.0,0.0,-78.1940,0.0,0,0,0,0,0,0,-0.0000,0.0,72.610,15.0,1.0,7.74,0
10778,10.6600,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.2090,0.0,-0.0000,0.0,0.0,-78.2090,0.0,0,0,0,0,0,0,-0.0000,0.0,72.840,15.0,1.0,7.74,0
10780,10.6620,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.2250,0.0,-0.0000,0.0,0.0,-78.2250,0.0,0,0,0,0,0,0,-0.0000,0.0,73.270,15.0,1.0,7.73,0
10782,10.6640,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.2410,0.0,-0.0000,0.0,0.0,-78.2410,0.0,0,0,0,0,0,0,-0.0000,0.0,72.450,15.0,1.0,7.73,0
10784,10.6660,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.2570,0.0,-0.0000,0.0,0.0,-78.2570,0.0,0,0,0,0,0,0,-0.0000,0.0,72.370,15.0,1.0,7.74,0
10786,10.6680,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.2730,0.0,-0.0000,0.0,0.0,-78.2730,0.0,0,0,0,0,0,0,-0.0000,0.0,72.010,15.0,1.0,7.73,0
10788,10.6700,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.2890,0.0,-0.0000,0.0,0.0,-78.2890,0.0,0,0,0,0,0,0,-0.0000,0.0,72.840,15.0,1.0,7.74,0
10790,10.6720,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3050,0.0,-0.0000,0.0,0.0,-78.3050,0.0,0,0,0,0,0,0,-0.0000,0.0,72.590,15.0,1.0,7.73,0
10792,10.6740,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3200,0.0,-0.0000,0.0,0.0,-78.3200,0.0,0,0,0,0,0,0,-0.0000,0.0,72.180,15.0,1.0,7.74,0
10794,10.6760,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3360,0.0,-0.0000,0.0,0.0,-78.3360,0.0,0,0,0,0,0,0,-0.0000,0.0,72.690,15.0,1.0,7.74,0
10796,10.6780,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3520,0.0,-0.0000,0.0,0.0,-78.3520,0.0,0,0,0,0,0,0,-0.0000,0.0,72.630,15.0,1.0,7.74,0
10798,10.6800,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3680,0.0,-0.0000,0.0,0.0,-78.3680,0.0,0,0,0,0,0,0,-0.0000,0.0,71.640,15.0,1.0,7.73,0
10800,10.6820,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3830,0.0,-0.0000,0.0,0.0,-78.3830,0.0,0,0,0,0,0,0,-0.0000,0.0,72.680,15.0,1.0,7.73,0
10802,10.6840,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3990,0.0,-0.0000,0.0,0.0,-78.3990,0.0,0,0,0,0,0,0,-0.0000,0.0,72.430,15.0,1.0,7.74,0
10804,10.6860,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4150,0.0,-0.0000,0.0,0.0,-78.4150,0.0,0,0,0,0,0,0,-0.0000,0.0,72.200,15.0,1.0,7.74,0
10806,10.6880,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4310,0.0,-0.0000,0.0,0.0,-78.4310,0.0,0,0,0,0,0,0,-0.0000,0.0,72.180,15.0,1.0,7.73,0
10808,10.6900,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4460,0.0,-0.0000,0.0,0.0,-78.4460,0.0,0,0,0,0,0,0,-0.0000,0.0,73.040,15.0,1.0,7.74,0
10810,10.6920,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4620,0.0,-0.0000,0.0,0.0,-78.4620,0.0,0,0,0,0,0,0,-0.0000,0.0,72.940,15.0,1.0,7.74,0
10812,10.6940,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4780,0.0,-0.0000,0.0,0.0,-78.4780,0.0,0,0,0,0,0,0,-0.0000,0.0,73.050,15.0,1.0,7.74,0
10814,10.6960,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4930,0.0,-0.0000,0.0,0.0,-78.4930,0.0,0,0,0,0,0,0,-0.0000,0.0,71.850,15.0,1.0,7.73,0
10816,10.6980,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.5090,0.0,0.0000,0.0,0.0,-78.5090,0.0,0,0,0,0,0,0,0.0000,0.0,72.040,15.0,1.0,7.74,0
10818,10.7000,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.5250,0.0,0.0000,0.0,0.0,-78.5250,0.0,0,0,0,0,0,0,0.0000,0.0,72.650,15.0,1.0,7.74,0
10820,10.7020,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.5400,0.0,0.0000,0.0,0.0,-78.5400,0.0,0,0,0,0,0,0,0.0000,0.0,71.790,15.0,1.0,7.74,0
10822,10.7040,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.5560,0.0,0.0000,0.0,0.0,-78.5560,0.0,0,0,0,0,0,0,0.0000,0.0,71.980,15.0,1.0,7.73,0
10824,10.7060,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.5710,0.0,0.0000,0.0,0.0,-78.5710,0.0,0,0,0,0,0,0,0.0000,0.0,71.530,15.0,1.0,7.74,0
10826,10.7080,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.5870,0.0,0.0000,0.0,0.0,-78.5870,0.0,0,0,0,0,0,0,0.0000,0.0,72.990,15.0,1.0,7.73,0
10828,10.7100,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6020,0.0,0.0000,0.0,0.0,-78.6020,0.0,0,0,0,0,0,0,0.0000,0.0,72.660,15.0,1.0,7.74,0
10830,10.7120,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6180,0.0,0.0000,0.0,0.0,-78.6180,0.0,0,0,0,0,0,0,0.0000,0.0,72.410,15.0,1.0,7.74,0
10832,10.7140,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6340,0.0,0.0000,0.0,0.0,-78.6340,0.0,0,0,0,0,0,0,0.0000,0.0,72.300,15.0,1.0,7.74,0
10834,10.7160,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6490,0.0,0.0000,0.0,0.0,-78.6490,0.0,0,0,0,0,0,0,0.0000,0.0,72.040,15.0,1.0,7.74,0
10836,10.7180,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6650,0.0,0.0000,0.0,0.0,-78.6650,0.0,0,0,0,0,0,0,0.0000,0.0,72.030,15.0,1.0,7.74,0
10838,10.7200,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6800,0.0,0.0000,0.0,0.0,-78.6800,0.0,0,0,0,0,0,0,0.0000,0.0,72.430,15.0,1.0,7.74,0
10840,10.7220,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6950,0.0,0.0000,0.0,0.0,-78.6950,0.0,0,0,0,0,0,0,0.0000,0.0,71.890,15.0,1.0,7.73,0
10842,10.7240,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.7110,0.0,0.0000,0.0,0.0,-78.7110,0.0,0,0,0,0,0,0,0.0000,0.0,72.650,15.0,1.0,7.73,0
10844,10.7260,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.7260,0.0,0.0000,0.0,0.0,-78.7260,0.0,0,0,0,0,0,0,0.0000,0.0,71.960,15.0,1.0,7.73,0
10846,10.7280,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.7420,0.0,0.0000,0.0,0.0,-78.7420,0.0,0,0,0,0,0,0,0.0000,0.0,71.790,15.0,1.0,7.73,0
10848,10.7300,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.7570,0.0,0.0000,0.0,0.0,-78.7570,0.0,0,0,0,0,0,0,0.0000,0.0,72.650,15.0,1.0,7.74,0
10850,10.7320,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.7720,0.0,0.0000,0.0,0.0,-78.7720,0.0,0,0,0,0,0,0,0.0000,0.0,72.060,15.0,1.0,7.74,0
10852,10.7340,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.7880,0.0,0.0000,0.0,0.0,-78.7880,0.0,0,0,0,0,0,0,0.0000,0.0,72.330,15.0,1.0,7.73,0
10854,10.7360,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8030,0.0,0.0000,0.0,0.0,-78.8030,0.0,0,0,0,0,0,0,0.0000,0.0,71.930,15.0,1.0,7.73,0
10856,10.7380,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8190,0.0,0.0000,0.0,0.0,-78.8190,0.0,0,0,0,0,0,0,0.0000,0.0,71.190,15.0,1.0,7.74,0
10858,10.7400,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8340,0.0,0.0000,0.0,0.0,-78.8340,0.0,0,0,0,0,0,0,0.0000,0.0,72.300,15.0,1.0,7.74,0
10860,10.7420,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8490,0.0,0.0000,0.0,0.0,-78.8490,0.0,0,0,0,0,0,0,0.0000,0.0,71.530,15.0,1.0,7.73,0
10862,10.7440,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8640,0.0,0.0000,0.0,0.0,-78.8640,0.0,0,0,0,0,0,0,0.0000,0.0,72.490,15.0,1.0,7.74,0
10864,10.7460,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8800,0.0,0.0000,0.0,0.0,-78.8800,0.0,0,0,0,0,0,0,0.0000,0.0,71.430,15.0,1.0,7.74,0
10866,10.7480,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8950,0.0,0.0000,0.0,0.0,-78.8950,0.0,0,0,0,0,0,0,0.0000,0.0,71.290,15.0,1.0,7.73,0
10868,10.7500,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.9100,0.0,0.0000,0.0,0.0,-78.9100,0.0,0,0,0,0,0,0,0.0000,0.0,72.150,15.0,1.0,7.74,0
10870,10.7520,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.9250,0.0,0.0000,0.0,0.0,-78.9250,0.0,0,0,0,0,0,0,0.0000,0.0,72.190,15.0,1.0,7.73,0
10872,10.7540,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.9400,0.0,0.0000,0.0,0.0,-78.9400,0.0,0,0,0,0,0,0,0.0000,0.0,72.050,15.0,1.0,7.73,0
10874,10.7560,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.9560,0.0,0.0000,0.0,0.0,-78.9560,0.0,0,0,0,0,0,0,0.0000,0.0,71.510,15.0,1.0,7.73,0
10876,10.7580,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.9710,0.0,0.0000,0.0,0.0,-78.9710,0.0,0,0,0,0,0,0,0.0000,0.0,72.340,15.0,1.0,7.73,0
10878,10.7600,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.9860,0.0,0.0000,0.0,0.0,-78.9860,0.0,0,0,0,0,0,0,0.0000,0.0,71.390,15.0,1.0,7.74,0
10880,10.7620,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0010,0.0,0.0000,0.0,0.0,-79.0010,0.0,0,0,0,0,0,0,0.0000,0.0,71.780,15.0,1.0,7.74,0
10882,10.7640,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0160,0.0,0.0000,0.0,0.0,-79.0160,0.0,0,0,0,0,0,0,0.0000,0.0,71.640,15.0,1.0,7.74,0
10884,10.7660,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0310,0.0,0.0000,0.0,0.0,-79.0310,0.0,0,0,0,0,0,0,0.0000,0.0,71.790,15.0,1.0,7.73,0
10886,10.7680,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0460,0.0,0.0000,0.0,0.0,-79.0460,0.0,0,0,0,0,0,0,0.0000,0.0,72.280,15.0,1.0,7.74,0
10888,10.7700,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0610,0.0,0.0000,0.0,0.0,-79.0610,0.0,0,0,0,0,0,0,0.0000,0.0,71.670,15.0,1.0,7.73,0
10890,10.7720,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0760,0.0,0.0000,0.0,0.0,-79.0760,0.0,0,0,0,0,0,0,0.0000,0.0,72.140,15.0,1.0,7.73,0
10892,10.7740,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0910,0.0,0.0000,0.0,0.0,-79.0910,0.0,0,0,0,0,0,0,0.0000,0.0,72.180,15.0,1.0,7.74,0
10894,10.7760,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1060,0.0,0.0000,0.0,0.0,-79.1060,0.0,0,0,0,0,0,0,0.0000,0.0,71.210,15.0,1.0,7.74,0
10896,10.7780,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1210,0.0,0.0000,0.0,0.0,-79.1210,0.0,0,0,0,0,0,0,0.0000,0.0,71.420,15.0,1.0,7.75,0
10898,10.7800,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1360,0.0,0.0000,0.0,0.0,-79.1360,0.0,0,0,0,0,0,0,0.0000,0.0,71.720,15.0,1.0,7.74,0
10900,10.7820,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1510,0.0,0.0000,0.0,0.0,-79.1510,0.0,0,0,0,0,0,0,0.0000,0.0,71.620,15.0,1.0,7.73,0
10902,10.7840,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1660,0.0,0.0000,0.0,0.0,-79.1660,0.0,0,0,0,0,0,0,0.0000,0.0,71.970,15.0,1.0,7.73,0
10904,10.7860,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1810,0.0,0.0000,0.0,0.0,-79.1810,0.0,0,0,0,0,0,0,0.0000,0.0,71.070,15.0,1.0,7.73,0
10906,10.7880,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1960,0.0,0.0000,0.0,0.0,-79.1960,0.0,0,0,0,0,0,0,0.0000,0.0,72.120,15.0,1.0,7.74,0
10908,10.7900,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2100,0.0,0.0000,0.0,0.0,-79.2100,0.0,0,0,0,0,0,0,0.0000,0.0,72.120,15.0,1.0,7.74,0
10910,10.7920,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2250,0.0,0.0000,0.0,0.0,-79.2250,0.0,0,0,0,0,0,0,0.0000,0.0,71.740,15.0,1.0,7.75,0
10912,10.7940,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2400,0.0,0.0000,0.0,0.0,-79.2400,0.0,0,0,0,0,0,0,0.0000,0.0,71.250,15.0,1.0,7.75,0
10914,10.7960,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2550,0.0,0.0000,0.0,0.0,-79.2550,0.0,0,0,0,0,0,0,0.0000,0.0,71.790,15.0,1.0,7.74,0
10916,10.7980,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2690,0.0,0.0000,0.0,0.0,-79.2690,0.0,0,0,0,0,0,0,0.0000,0.0,71.560,15.0,1.0,7.73,0
10918,10.8000,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2840,0.0,0.0000,0.0,0.0,-79.2840,0.0,0,0,0,0,0,0,0.0000,0.0,71.990,15.0,1.0,7.73,0
10920,10.8020,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2990,0.0,0.0000,0.0,0.0,-79.2990,0.0,0,0,0,0,0,0,0.0000,0.0,71.720,15.0,1.0,7.73,0
10922,10.8040,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.3140,0.0,0.0000,0.0,0.0,-79.3140,0.0,0,0,0,0,0,0,0.0000,0.0,72.040,15.0,1.0,7.74,0
10924,10.8060,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.3280,0.0,0.0000,0.0,0.0,-79.3280,0.0,0,0,0,0,0,0,0.0000,0.0,71.560,15.0,1.0,7.73,0
10926,10.8080,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.3430,0.0,-0.0000,0.0,0.0,-79.3430,0.0,0,0,0,0,0,0,-0.0000,0.0,72.300,15.0,1.0,7.74,0
10928,10.8100,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.3570,0.0,-0.0000,0.0,0.0,-79.3570,0.0,0,0,0,0,0,0,-0.0000,0.0,70.790,15.0,1.0,7.74,0
10930,10.8120,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.3720,0.0,-0.0000,0.0,0.0,-79.3720,0.0,0,0,0,0,0,0,-0.0000,0.0,71.300,15.0,1.0,7.73,0
10932,10.8140,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.3870,0.0,-0.0000,0.0,0.0,-79.3870,0.0,0,0,0,0,0,0,-0.0000,0.0,71.890,15.0,1.0,7.73,0
10934,10.8160,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4010,0.0,-0.0000,0.0,0.0,-79.4010,0.0,0,0,0,0,0,0,-0.0000,0.0,71.080,15.0,1.0,7.73,0
10936,10.8180,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4160,0.0,-0.0000,0.0,0.0,-79.4160,0.0,0,0,0,0,0,0,-0.0000,0.0,71.970,15.0,1.0,7.74,0
10938,10.8200,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4300,0.0,-0.0000,0.0,0.0,-79.4300,0.0,0,0,0,0,0,0,-0.0000,0.0,71.180,15.0,1.0,7.73,0
10940,10.8220,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4450,0.0,-0.0000,0.0,0.0,-79.4450,0.0,0,0,0,0,0,0,-0.0000,0.0,71.690,15.0,1.0,7.73,0
10942,10.8240,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4590,0.0,-0.0000,0.0,0.0,-79.4590,0.0,0,0,0,0,0,0,-0.0000,0.0,71.280,15.0,1.0,7.73,0
10944,10.8260,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4740,0.0,-0.0000,0.0,0.0,-79.4740,0.0,0,0,0,0,0,0,-0.0000,0.0,71.460,15.0,1.0,7.73,0
10946,10.8280,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4880,0.0,-0.0000,0.0,0.0,-79.4880,0.0,0,0,0,0,0,0,-0.0000,0.0,71.690,15.0,1.0,7.73,0
10948,10.8300,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5020,0.0,-0.0000,0.0,0.0,-79.5020,0.0,0,0,0,0,0,0,-0.0000,0.0,71.570,15.0,1.0,7.74,0
10950,10.8320,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5170,0.0,-0.0000,0.0,0.0,-79.5170,0.0,0,0,0,0,0,0,-0.0000,0.0,71.450,15.0,1.0,7.74,0
10952,10.8340,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5310,0.0,-0.0000,0.0,0.0,-79.5310,0.0,0,0,0,0,0,0,-0.0000,0.0,72.450,15.0,1.0,7.73,0
10954,10.8360,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5450,0.0,-0.0000,0.0,0.0,-79.5450,0.0,0,0,0,0,0,0,-0.0000,0.0,71.580,15.0,1.0,7.73,0
10956,10.8380,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5600,0.0,-0.0000,0.0,0.0,-79.5600,0.0,0,0,0,0,0,0,-0.0000,0.0,71.180,15.0,1.0,7.74,0
10958,10.8400,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5740,0.0,-0.0000,0.0,0.0,-79.5740,0.0,0,0,0,0,0,0,-0.0000,0.0,71.930,15.0,1.0,7.74,0
10960,10.8420,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5880,0.0,-0.0000,0.0,0.0,-79.5880,0.0,0,0,0,0,0,0,-0.0000,0.0,71.880,15.0,1.0,7.73,0
10962,10.8440,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.6020,0.0,-0.0000,0.0,0.0,-79.6020,0.0,0,0,0,0,0,0,-0.0000,0.0,72.030,15.0,1.0,7.74,0
10964,10.8460,2000,5,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.6160,0.0,-0.0000,0.0,0.0,-79.6160,0.0,0,0,0,0,0,0,-0.0000,0.0,72.240,15.0,1.0,7.74,0
